employee_id,department,job_level,employment_type,work_mode,age,tenure_years,annual_salary_usd,workload_score,overtime_hours_month,manager_support_score,promotion_wait_years,promotion_count,training_hours_year,satisfaction_score,engagement_score,performance_score,absenteeism_days_year,attrition
EMP-02852,Sales,Senior,Full-time,Hybrid,35,7.3,87000,5.7,7.8,7.3,1.4,3,14.9,8.0,6.9,6.8,0.0,0
EMP-02853,Sales,Manager,Full-time,On-site,43,9.8,99800,6.3,0.0,8.8,5.6,2,17.7,6.0,7.9,7.4,4.2,0
EMP-02854,Engineering,Senior,Full-time,Hybrid,26,4.7,110100,6.8,11.2,6.1,0.5,1,28.1,5.8,5.5,5.8,7.5,0
EMP-02855,Finance,Mid,Full-time,On-site,22,3.7,76700,5.7,1.7,6.2,1.2,2,9.8,7.1,5.2,6.1,6.8,0
EMP-02856,Sales,Entry,Full-time,Remote,21,0.2,50100,5.5,5.6,5.7,0.1,0,38.6,4.9,5.8,6.9,7.4,0
EMP-02857,Engineering,Mid,Full-time,Remote,22,1.6,82100,7.0,3.5,6.0,0.1,0,28.1,6.4,6.7,6.2,8.2,0
EMP-02858,HR,Mid,Full-time,Hybrid,32,4.2,79600,8.8,9.4,8.0,3.0,1,12.1,7.3,5.3,7.0,6.1,0
EMP-02859,Engineering,Entry,Full-time,Hybrid,28,2.2,53200,7.4,0.3,5.8,0.1,1,36.6,5.6,4.9,6.3,7.8,0
EMP-02860,HR,Mid,Full-time,Hybrid,30,2.1,66800,7.6,9.4,9.6,0.1,0,15.3,6.1,7.8,9.6,9.9,0
EMP-02861,Engineering,Entry,Full-time,Hybrid,32,0.2,48900,7.5,13.8,7.4,0.1,0,26.3,6.5,6.6,4.5,9.4,0
EMP-02862,Customer Success,Mid,Full-time,Hybrid,33,4.3,93000,6.2,8.1,6.5,1.7,1,17.8,5.7,7.7,7.8,5.9,0
EMP-02863,Customer Success,Mid,Full-time,On-site,34,5.8,85200,6.4,0.0,6.6,0.5,2,18.0,8.3,8.3,8.5,4.6,0
EMP-02864,Operations,Entry,Full-time,Hybrid,25,0.2,54100,6.9,16.7,5.7,0.1,0,26.2,5.9,4.6,5.5,3.7,0
EMP-02865,HR,Entry,Full-time,On-site,27,2.3,38100,5.0,10.5,6.1,0.1,0,30.9,7.6,6.3,5.8,6.8,0
EMP-02866,Customer Success,Mid,Full-time,Hybrid,32,4.1,65800,6.1,4.8,8.4,2.9,1,16.7,5.3,6.3,8.0,7.9,0
EMP-02867,Marketing,Entry,Full-time,Remote,22,1.9,51300,8.7,19.1,5.7,0.1,0,43.8,6.6,5.4,6.9,8.6,1
EMP-02868,Engineering,Manager,Full-time,Hybrid,39,8.3,119600,4.5,0.0,7.7,5.7,2,23.9,7.1,7.7,8.6,6.7,0
EMP-02869,Engineering,Manager,Full-time,Remote,50,10.0,116000,6.7,12.8,5.3,7.8,2,23.9,6.0,5.7,7.1,1.2,0
EMP-02870,Sales,Mid,Full-time,Hybrid,45,6.0,64600,6.5,9.5,8.4,3.8,1,28.4,5.8,6.7,7.1,4.2,0
EMP-02871,Customer Success,Entry,Full-time,Remote,30,3.7,39300,6.0,5.2,7.7,0.1,1,36.1,6.5,4.0,6.3,6.6,0
EMP-02872,Customer Success,Mid,Part-time,Hybrid,32,4.4,62700,9.5,10.9,5.4,1.8,1,36.2,5.0,6.4,10.0,4.8,1
EMP-02873,Customer Success,Senior,Full-time,Hybrid,39,5.0,93900,7.9,20.3,7.6,2.2,1,17.8,5.3,5.5,8.3,12.3,1
EMP-02874,Finance,Mid,Full-time,Hybrid,21,2.3,77200,5.3,7.2,7.1,0.1,0,15.9,6.9,7.4,7.0,2.1,0
EMP-02875,Engineering,Senior,Full-time,Hybrid,41,8.1,110500,6.7,13.8,9.7,5.3,2,20.3,7.9,6.7,8.2,5.6,0
EMP-02876,Customer Success,Mid,Full-time,Remote,38,5.5,58200,8.4,14.1,5.1,2.3,1,35.5,5.7,3.6,5.3,8.9,0
EMP-02877,Sales,Senior,Full-time,On-site,40,9.8,92200,6.8,7.5,7.6,9.0,3,15.8,3.6,5.5,6.8,11.2,0
EMP-02878,HR,Mid,Full-time,Hybrid,29,3.5,55500,6.3,16.6,5.3,0.1,1,20.1,6.5,6.6,6.4,5.2,0
EMP-02879,Engineering,Mid,Full-time,On-site,36,5.0,64800,7.2,0.0,6.0,0.2,2,6.1,4.7,5.1,7.2,5.1,1
EMP-02880,Engineering,Mid,Part-time,Remote,31,1.3,66700,6.8,11.2,6.8,0.1,0,36.0,7.5,7.1,6.7,6.6,0
EMP-02881,Engineering,Entry,Full-time,On-site,36,3.7,59300,6.6,14.3,8.2,0.1,1,47.6,6.4,7.9,7.7,12.1,0
EMP-02882,Marketing,Senior,Full-time,On-site,41,8.0,87000,4.9,4.1,6.5,4.0,2,12.3,6.7,6.8,6.9,7.7,0
EMP-02883,Engineering,Senior,Full-time,Hybrid,31,5.6,82800,3.6,0.0,9.3,2.4,1,18.0,7.6,7.6,7.8,2.9,0
EMP-02884,Finance,Mid,Full-time,Hybrid,34,5.2,76900,6.1,8.0,5.3,2.9,1,14.1,8.1,7.0,6.8,3.0,0
EMP-02885,Marketing,Mid,Full-time,Remote,40,6.1,82700,5.5,7.1,6.7,7.5,1,23.2,4.2,5.0,7.2,11.0,1
EMP-02886,Sales,Entry,Full-time,On-site,42,4.7,43100,6.5,11.9,6.8,2.5,2,47.0,6.0,4.8,6.6,4.2,1
EMP-02887,Operations,Manager,Part-time,On-site,45,7.9,108900,7.4,4.2,10.0,4.3,2,11.6,7.1,6.1,7.5,4.3,1
EMP-02888,HR,Mid,Full-time,Hybrid,25,3.1,68600,7.7,4.8,6.5,0.1,0,18.5,7.3,8.0,6.7,4.9,0
EMP-02889,Sales,Mid,Full-time,On-site,37,4.2,74700,4.7,16.4,8.3,0.1,1,8.7,6.0,4.8,6.1,2.7,0
EMP-02890,Sales,Mid,Full-time,Hybrid,27,4.0,61300,5.8,0.0,5.0,0.2,1,30.8,7.5,8.4,7.2,7.2,0
EMP-02891,Finance,Mid,Full-time,Hybrid,43,9.4,55500,6.0,10.1,5.6,7.5,3,14.2,4.8,5.4,6.8,10.4,0
EMP-02892,Sales,Entry,Full-time,Hybrid,21,2.2,35100,8.8,15.9,8.4,0.1,0,12.8,5.5,5.7,5.3,6.6,0
EMP-02893,Operations,Mid,Full-time,Hybrid,27,3.6,72300,9.0,17.5,8.4,0.7,2,6.2,6.6,6.2,5.8,6.2,0
EMP-02894,HR,Senior,Full-time,Hybrid,38,7.9,97900,9.0,2.2,4.5,6.3,3,20.0,4.2,5.4,7.5,1.4,1
EMP-02895,Customer Success,Senior,Full-time,Hybrid,41,5.4,77000,8.0,17.7,4.7,2.2,1,25.8,4.9,6.0,6.4,13.7,0
EMP-02896,Marketing,Senior,Full-time,On-site,39,9.0,75900,5.3,3.7,8.0,4.7,2,26.1,8.7,6.8,7.9,0.0,0
EMP-02897,Engineering,Mid,Full-time,On-site,30,3.5,77700,5.9,5.0,7.6,0.9,1,20.9,6.1,6.5,5.4,7.9,0
EMP-02898,Marketing,Mid,Full-time,On-site,31,4.6,58800,4.0,1.4,6.5,2.7,1,30.9,4.2,5.9,6.4,8.7,0
EMP-02899,Engineering,Mid,Full-time,On-site,22,2.7,72600,6.7,8.8,8.9,0.1,0,18.8,7.5,8.0,6.5,10.3,0
EMP-02900,Customer Success,Senior,Full-time,On-site,30,5.2,95300,5.6,16.8,8.3,0.6,1,13.5,6.4,8.8,8.2,3.7,0
EMP-02901,HR,Mid,Full-time,Hybrid,38,6.5,62800,6.1,14.7,6.4,5.3,1,25.1,7.3,7.1,7.5,6.9,0
EMP-02902,Engineering,Manager,Full-time,Hybrid,38,9.1,122200,8.6,19.6,7.7,8.3,2,20.4,6.0,4.7,7.8,11.9,0
EMP-02903,Operations,Senior,Full-time,On-site,35,8.3,75100,6.3,4.0,7.2,3.5,3,23.3,5.0,6.1,5.2,4.1,1
EMP-02904,Engineering,Mid,Full-time,On-site,25,1.5,86200,8.0,17.6,6.0,0.1,0,30.3,7.1,6.0,5.1,4.4,0
EMP-02905,Operations,Entry,Full-time,Hybrid,21,0.2,30600,6.9,16.1,6.4,0.1,0,37.8,5.6,5.2,5.3,2.9,0
EMP-02906,Engineering,Mid,Full-time,Remote,37,6.6,74400,6.6,10.1,8.7,4.1,1,20.4,6.5,6.1,7.4,12.4,0
EMP-02907,Engineering,Mid,Full-time,Hybrid,39,5.4,79700,5.2,0.0,8.3,1.3,1,3.5,8.0,9.1,6.9,4.2,0
EMP-02908,Engineering,Mid,Full-time,Hybrid,34,6.4,58500,6.0,11.8,9.0,4.7,1,17.3,6.9,7.2,7.1,5.1,0
EMP-02909,Marketing,Entry,Full-time,Remote,21,0.7,30000,4.5,4.7,7.2,0.1,0,32.7,8.6,7.4,7.9,0.0,0
EMP-02910,Sales,Senior,Part-time,Hybrid,33,3.9,95600,4.7,0.0,6.6,1.1,1,34.2,8.9,7.6,7.4,7.6,0
EMP-02911,Engineering,Mid,Full-time,On-site,38,5.2,70000,5.7,4.8,6.5,0.1,2,26.2,5.6,6.0,7.5,4.3,0
EMP-02912,Operations,Senior,Full-time,Hybrid,31,6.5,102600,5.5,3.8,6.0,4.9,1,21.2,5.3,6.3,8.3,1.8,0
EMP-02913,Marketing,Entry,Full-time,Hybrid,35,1.7,35800,5.9,0.0,6.4,0.1,1,11.6,5.8,7.0,6.3,1.8,0
EMP-02914,Engineering,Entry,Full-time,Hybrid,26,0.6,53800,4.6,9.2,4.6,0.1,0,41.3,5.6,7.2,6.5,3.7,0
EMP-02915,Finance,Mid,Full-time,Hybrid,28,3.2,63300,7.1,7.4,6.9,0.1,0,19.3,7.6,7.5,6.1,0.6,0
EMP-02916,Customer Success,Entry,Full-time,Hybrid,34,5.2,53200,6.4,16.9,10.0,4.1,2,21.8,8.5,7.7,7.4,6.2,0
EMP-02917,Operations,Senior,Full-time,Remote,28,6.2,104100,6.6,6.4,8.2,0.5,2,25.2,7.2,7.3,8.5,8.6,0
EMP-02918,Operations,Mid,Full-time,On-site,23,2.0,60100,5.9,7.9,7.7,0.1,1,17.8,6.0,6.4,7.6,7.3,0
EMP-02919,Customer Success,Manager,Full-time,On-site,43,8.6,97300,7.2,10.0,7.8,7.1,2,34.5,6.2,6.0,8.8,1.4,1
EMP-02920,Finance,Senior,Full-time,On-site,37,7.9,99200,6.7,17.7,9.0,5.7,3,37.6,6.6,4.8,6.9,5.6,0
EMP-02921,Customer Success,Mid,Full-time,Hybrid,34,4.9,65900,5.2,0.4,9.4,1.7,1,20.9,9.2,8.2,7.2,2.0,0
EMP-02922,Engineering,Mid,Full-time,Hybrid,39,7.5,73100,7.6,10.2,6.9,2.3,2,23.1,5.7,7.0,7.3,2.5,0
EMP-02923,Marketing,Mid,Part-time,Hybrid,45,7.5,68100,7.0,2.5,7.3,5.9,2,39.6,6.8,8.4,9.4,3.1,0
EMP-02924,Marketing,Manager,Full-time,On-site,34,10.1,107400,8.4,10.3,7.8,6.8,2,4.7,4.6,4.8,7.3,8.1,0
EMP-02925,Engineering,Mid,Full-time,On-site,45,6.0,76100,5.4,8.9,5.8,2.7,1,15.1,6.0,4.8,5.0,6.5,0
EMP-02926,Operations,Senior,Full-time,Hybrid,36,7.6,97300,6.1,4.5,6.5,5.9,2,24.2,5.8,5.8,5.4,8.1,0
EMP-02927,HR,Mid,Full-time,Hybrid,27,0.2,69600,5.1,5.1,7.2,0.1,0,28.1,5.8,7.3,4.7,12.1,0
EMP-02928,Customer Success,Mid,Full-time,Hybrid,30,1.9,79700,9.5,22.1,8.1,0.1,1,14.9,6.4,6.0,6.8,10.9,1
EMP-02929,Sales,Entry,Full-time,On-site,32,2.4,45100,5.9,5.3,6.9,0.1,0,43.6,5.7,6.3,8.7,9.4,0
EMP-02930,Engineering,Mid,Full-time,Hybrid,34,3.1,96900,6.5,5.7,4.7,0.1,0,14.9,7.1,7.1,7.7,3.2,0
EMP-02931,Operations,Entry,Full-time,Hybrid,27,1.6,36900,8.3,19.0,8.9,0.1,0,34.2,7.3,6.4,5.8,12.6,1
EMP-02932,Engineering,Mid,Full-time,On-site,22,2.8,70000,7.0,4.1,5.5,0.1,0,10.4,6.0,5.9,4.4,5.6,0
EMP-02933,Operations,Mid,Full-time,Remote,21,0.6,69000,6.6,0.0,7.1,0.1,0,8.0,5.0,5.0,7.1,3.6,0
EMP-02934,Sales,Mid,Full-time,On-site,29,3.3,67800,7.9,7.2,7.7,0.1,0,29.6,5.4,6.4,5.9,7.4,0
EMP-02935,Engineering,Entry,Full-time,Hybrid,25,0.2,54700,6.7,16.6,6.3,0.1,1,19.3,5.2,5.3,7.2,5.8,1
EMP-02936,HR,Mid,Full-time,Hybrid,28,3.9,65300,7.9,22.8,8.2,0.5,1,11.1,6.1,7.4,6.1,8.4,1
EMP-02937,Operations,Mid,Full-time,On-site,30,3.5,55600,7.2,13.2,6.3,0.1,2,34.6,6.2,6.3,6.4,6.1,1
EMP-02938,Sales,Senior,Full-time,On-site,37,8.5,76700,4.4,0.7,8.3,3.0,2,29.3,5.7,8.0,7.4,4.2,0
EMP-02939,Sales,Mid,Full-time,Hybrid,32,2.5,73600,6.4,0.0,8.8,0.1,0,30.5,7.1,6.4,6.6,2.5,0
EMP-02940,Marketing,Senior,Part-time,On-site,31,5.8,81900,7.6,0.0,6.3,2.0,1,31.9,5.2,6.8,6.8,2.3,1
EMP-02941,Finance,Senior,Part-time,Hybrid,31,5.3,91200,5.9,5.1,10.0,0.8,2,32.8,8.0,7.7,8.6,5.1,0
EMP-02942,Operations,Entry,Full-time,On-site,31,3.0,48900,7.7,14.7,5.6,0.1,1,36.5,5.2,5.1,6.6,8.5,1
EMP-02943,Finance,Senior,Full-time,Hybrid,47,8.4,87300,6.7,13.5,5.8,5.1,2,13.4,6.9,6.0,5.2,3.9,0
EMP-02944,Customer Success,Mid,Full-time,Hybrid,38,4.5,49500,7.4,11.6,7.1,0.1,2,30.9,5.8,6.5,9.4,3.2,0
EMP-02945,Customer Success,Senior,Full-time,On-site,30,4.5,97500,5.5,7.5,7.1,3.4,1,37.9,5.9,6.2,6.5,6.4,0
EMP-02946,Sales,Mid,Full-time,Remote,34,5.9,65700,8.0,15.0,7.6,2.1,1,32.2,4.2,6.4,9.8,6.3,1
EMP-02947,Sales,Entry,Full-time,Hybrid,24,0.2,56000,5.9,0.0,6.5,0.1,1,27.1,6.5,6.8,7.5,0.0,0
EMP-02948,Sales,Mid,Full-time,On-site,31,2.0,90700,4.7,0.0,5.9,0.1,1,22.2,7.1,6.3,7.9,2.7,0
EMP-02949,Marketing,Mid,Part-time,Hybrid,23,1.3,62900,4.1,1.1,7.8,0.1,0,36.6,7.8,7.5,7.4,10.4,0
EMP-02950,HR,Entry,Full-time,On-site,24,0.2,58500,6.1,15.1,5.9,0.1,0,21.6,5.8,5.4,5.8,0.0,0
EMP-02951,Operations,Entry,Full-time,On-site,22,0.2,45300,7.1,23.0,6.8,0.1,0,40.4,6.9,8.7,7.7,12.5,0
EMP-02952,Engineering,Entry,Full-time,On-site,24,2.5,57400,6.7,18.3,7.8,0.1,0,20.9,6.5,6.3,6.0,10.5,0
EMP-02953,Operations,Manager,Full-time,On-site,46,9.5,107700,5.2,3.9,7.2,5.5,3,25.0,6.1,6.4,8.7,5.7,0
EMP-02954,Engineering,Entry,Full-time,Hybrid,26,2.2,53400,8.1,5.0,6.6,2.0,1,34.4,6.5,6.3,7.3,12.3,0
EMP-02955,Operations,Mid,Full-time,Hybrid,29,2.9,67400,4.6,2.8,6.5,0.1,0,16.3,7.6,8.5,7.4,6.0,0
EMP-02956,Sales,Mid,Full-time,Hybrid,34,4.5,60800,4.8,15.1,7.4,1.5,1,17.6,7.9,6.5,6.9,8.8,0
EMP-02957,Customer Success,Mid,Part-time,Hybrid,45,6.0,78800,5.8,5.4,5.2,2.7,1,12.2,4.4,6.2,7.1,6.6,0
EMP-02958,Engineering,Mid,Full-time,Remote,28,4.9,74300,7.9,11.1,7.0,2.9,1,36.8,6.3,3.6,5.3,8.9,0
EMP-02959,Customer Success,Mid,Full-time,Remote,21,1.6,64500,6.2,13.8,9.5,0.1,0,36.7,8.0,9.3,8.5,10.5,0
EMP-02960,HR,Entry,Full-time,Remote,22,0.5,34700,4.6,10.9,7.7,0.1,0,41.8,8.3,7.5,8.3,5.0,0
EMP-02961,Operations,Entry,Full-time,Hybrid,34,0.8,49000,6.2,2.0,9.8,0.1,0,40.8,6.3,7.6,9.0,4.7,0
EMP-02962,Customer Success,Senior,Full-time,Hybrid,44,7.8,92100,4.7,13.4,4.4,3.0,2,30.9,6.7,7.4,6.6,8.2,0
EMP-02963,Engineering,Entry,Full-time,Hybrid,25,1.1,54100,5.5,5.7,7.9,0.1,0,49.5,8.6,7.4,7.3,8.8,0
EMP-02964,Finance,Mid,Full-time,On-site,25,2.5,62100,4.0,3.2,5.6,0.1,0,24.1,8.0,7.6,6.4,1.9,0
EMP-02965,Marketing,Entry,Part-time,On-site,24,0.2,48900,7.3,13.8,8.2,0.1,0,47.9,6.8,6.8,7.0,8.8,0
EMP-02966,HR,Mid,Full-time,On-site,32,6.4,63800,6.1,4.6,6.0,5.6,1,35.5,8.0,7.6,5.6,7.5,0
EMP-02967,Operations,Entry,Full-time,Hybrid,24,3.5,34400,4.3,0.0,8.4,0.1,1,14.2,8.4,6.6,8.3,2.6,0
EMP-02968,Operations,Manager,Full-time,Hybrid,39,7.9,105200,7.4,20.1,6.5,4.0,2,10.7,5.7,6.4,6.8,10.5,0
EMP-02969,Operations,Senior,Full-time,Hybrid,38,9.1,93000,8.3,16.8,6.0,4.8,2,47.9,5.3,6.1,7.8,3.0,0
EMP-02970,Sales,Entry,Full-time,Remote,23,0.2,47200,7.7,9.9,7.6,0.1,1,42.3,6.8,6.1,3.0,7.7,0
EMP-02971,HR,Mid,Part-time,Hybrid,33,5.8,64900,6.2,13.0,7.3,2.8,1,31.3,6.3,6.6,7.5,9.7,0
EMP-02972,Sales,Entry,Full-time,On-site,21,2.1,43900,8.3,16.1,6.5,0.2,0,36.0,5.4,5.4,7.1,7.9,1
EMP-02973,Customer Success,Mid,Full-time,Remote,30,2.1,52300,7.7,8.1,7.2,0.1,0,14.4,7.9,6.5,5.9,0.2,0
EMP-02974,Finance,Entry,Full-time,On-site,25,2.1,56900,8.8,21.7,4.9,0.1,0,26.4,4.6,5.0,5.1,10.2,1
EMP-02975,Finance,Mid,Full-time,On-site,26,3.8,67800,6.6,5.8,8.7,1.4,1,11.7,6.3,5.7,6.9,6.1,0
EMP-02976,Marketing,Entry,Full-time,On-site,25,1.1,58700,5.9,1.1,5.4,0.2,0,29.8,5.0,6.1,5.4,2.3,0
EMP-02977,Finance,Entry,Full-time,Hybrid,30,2.8,30500,3.4,6.7,5.8,0.1,1,23.7,8.9,8.5,7.3,0.4,0
EMP-02978,Engineering,Mid,Full-time,Hybrid,42,7.7,60300,6.3,0.0,6.8,2.4,2,23.2,4.9,3.6,5.8,3.1,0
EMP-02979,Operations,Mid,Part-time,On-site,30,4.2,48300,7.9,22.6,5.8,2.4,1,21.4,5.0,3.6,6.6,3.0,1
EMP-02980,Marketing,Mid,Full-time,Hybrid,34,6.4,47200,7.0,8.6,7.2,2.2,1,17.5,4.4,4.1,7.6,9.4,1
EMP-02981,Engineering,Manager,Full-time,Hybrid,36,6.3,123300,6.3,6.4,10.0,1.1,1,19.9,8.1,8.1,9.5,8.4,0
EMP-02982,Marketing,Entry,Full-time,On-site,26,1.5,53400,5.3,2.1,8.3,0.1,0,55.9,7.9,7.3,7.4,6.8,0
EMP-02983,Sales,Entry,Full-time,Hybrid,21,0.8,44500,7.8,2.8,6.6,0.1,1,44.0,7.0,5.7,4.3,0.2,0
EMP-02984,Customer Success,Mid,Full-time,Hybrid,32,6.6,87400,5.2,6.9,8.7,3.3,1,8.9,9.2,10.0,7.8,2.6,0
EMP-02985,Customer Success,Mid,Full-time,On-site,43,5.7,76400,7.6,4.7,7.9,2.0,2,24.6,6.3,6.6,6.9,6.4,0
EMP-02986,Engineering,Mid,Full-time,On-site,34,5.2,73400,5.5,11.1,5.4,4.3,1,22.6,7.4,5.2,6.4,1.1,0
EMP-02987,Customer Success,Entry,Full-time,On-site,21,0.2,38100,6.2,0.0,5.2,0.8,0,41.0,7.2,8.1,8.2,7.3,0
EMP-02988,Sales,Senior,Full-time,Remote,26,2.9,87600,6.9,6.2,7.8,0.1,0,25.7,7.2,6.6,8.0,9.0,0
EMP-02989,Operations,Entry,Full-time,Hybrid,22,1.2,49000,7.6,20.1,6.2,0.1,1,31.2,4.8,4.4,3.9,5.0,0
EMP-02990,Engineering,Mid,Full-time,Hybrid,32,6.2,79400,8.8,2.0,6.3,1.2,1,12.0,5.6,7.6,9.5,7.7,0
EMP-02991,Sales,Entry,Full-time,Hybrid,21,1.3,36500,4.2,0.0,10.0,0.1,0,28.8,8.4,7.3,7.6,7.5,0
EMP-02992,Engineering,Mid,Full-time,Hybrid,41,6.4,77300,7.3,10.5,4.2,4.4,1,22.5,5.4,6.7,4.8,11.6,0
EMP-02993,Finance,Senior,Part-time,Hybrid,42,6.0,87100,7.7,15.1,7.2,3.5,2,6.9,5.4,6.3,8.6,8.2,0
EMP-02994,HR,Mid,Full-time,Hybrid,32,3.8,73500,5.7,1.3,6.2,0.1,1,26.3,7.0,6.2,5.3,5.8,0
EMP-02995,Customer Success,Entry,Full-time,Remote,26,0.6,30400,6.6,7.4,7.2,0.1,0,34.8,5.2,6.1,7.1,13.2,0
EMP-02996,HR,Entry,Full-time,Remote,22,1.6,33400,7.8,14.1,7.6,0.7,0,30.4,6.3,5.3,6.9,5.4,1
EMP-02997,Finance,Entry,Full-time,On-site,24,0.2,50500,4.8,12.7,7.4,0.1,0,23.5,6.2,5.9,5.1,0.0,0
EMP-02998,Operations,Entry,Full-time,On-site,36,3.4,46900,8.6,22.4,4.9,0.6,0,47.2,6.4,6.1,7.0,7.8,1
EMP-02999,Customer Success,Entry,Full-time,On-site,25,0.6,54900,5.4,6.0,4.6,0.1,0,16.1,5.9,7.1,9.3,9.0,0
EMP-03000,Operations,Senior,Full-time,Hybrid,31,5.6,79100,5.9,8.5,7.5,0.9,1,17.0,6.4,6.5,8.4,12.7,0
EMP-03001,Engineering,Mid,Full-time,Hybrid,31,2.4,67500,6.0,7.4,8.5,0.1,0,30.5,7.1,8.4,9.2,9.1,0
EMP-03002,Customer Success,Entry,Full-time,On-site,21,0.6,49200,6.4,16.2,5.3,0.1,0,17.4,5.0,5.4,5.9,6.6,0
EMP-03003,Sales,Entry,Full-time,On-site,33,4.1,55300,6.8,3.2,4.9,2.2,1,51.6,6.8,6.3,8.0,9.6,1
EMP-03004,Sales,Mid,Full-time,Hybrid,39,7.9,79000,6.7,14.2,5.4,6.2,3,18.8,3.3,3.3,6.6,3.6,1
EMP-03005,Finance,Manager,Full-time,On-site,50,9.6,106700,7.1,0.0,7.8,7.3,2,32.9,4.2,6.1,7.5,0.0,1
EMP-03006,Engineering,Senior,Full-time,Hybrid,42,7.5,104600,7.0,8.9,5.9,3.2,3,19.5,5.8,6.0,6.8,4.2,0
EMP-03007,HR,Entry,Full-time,Hybrid,36,1.3,49100,6.5,7.9,5.4,0.1,0,16.9,4.4,6.7,5.9,5.0,1
EMP-03008,Sales,Mid,Full-time,Hybrid,30,3.5,50100,6.0,8.9,7.0,0.6,1,32.5,6.5,7.4,7.2,3.7,0
EMP-03009,Engineering,Senior,Full-time,On-site,54,12.4,105600,7.7,14.7,8.4,8.7,4,31.3,6.0,6.6,6.5,9.9,0
EMP-03010,Sales,Senior,Full-time,Hybrid,32,7.2,97600,6.0,4.6,7.4,4.2,2,39.6,7.4,6.9,6.2,10.5,0
EMP-03011,Sales,Entry,Full-time,Hybrid,28,4.4,30000,4.9,2.6,8.9,0.1,1,31.0,8.0,8.6,6.8,7.2,0
EMP-03012,Customer Success,Manager,Full-time,Hybrid,38,8.7,119000,8.2,14.1,10.0,7.8,2,12.5,5.9,6.5,8.1,5.8,1
EMP-03013,Engineering,Entry,Full-time,Hybrid,23,0.2,53500,9.4,19.2,8.4,0.1,0,31.2,6.7,5.3,6.3,11.9,1
EMP-03014,Engineering,Manager,Full-time,On-site,29,6.7,113300,8.2,10.0,7.1,3.9,1,21.3,6.5,8.5,8.1,4.4,0
EMP-03015,Customer Success,Mid,Full-time,On-site,35,5.1,66500,5.8,7.6,10.0,3.8,1,36.8,7.2,6.3,6.6,3.6,0
EMP-03016,Sales,Mid,Full-time,On-site,30,3.3,62600,5.2,8.3,7.5,0.1,0,18.4,8.0,7.4,7.2,2.9,0
EMP-03017,Sales,Senior,Part-time,Hybrid,34,5.9,97400,5.3,9.4,9.1,8.1,1,30.7,6.0,5.5,6.8,11.5,0
EMP-03018,Marketing,Mid,Full-time,Hybrid,25,2.2,52000,5.8,16.8,7.0,0.1,1,13.2,6.6,7.1,8.7,6.7,0
EMP-03019,Operations,Senior,Full-time,Hybrid,40,8.1,79900,6.1,9.8,7.9,4.9,3,31.5,4.3,7.1,6.1,5.6,0
EMP-03020,Customer Success,Manager,Full-time,Hybrid,42,8.5,89400,8.3,10.3,5.9,4.7,2,19.8,5.6,5.7,6.2,14.5,1
EMP-03021,Customer Success,Mid,Full-time,On-site,25,2.6,69000,6.6,1.5,7.6,0.1,0,19.0,7.5,7.4,8.6,9.0,0
EMP-03022,Customer Success,Entry,Full-time,Hybrid,21,0.9,51200,6.8,4.4,8.9,0.1,0,20.8,8.6,8.8,7.5,5.0,0
EMP-03023,Sales,Senior,Full-time,Hybrid,46,6.7,91200,6.2,7.7,6.0,3.2,1,0.0,4.9,5.1,8.6,14.4,0
EMP-03024,HR,Entry,Part-time,On-site,27,1.4,50200,4.8,6.4,8.7,0.1,1,36.2,7.9,6.1,7.0,4.3,0
EMP-03025,Engineering,Mid,Full-time,Hybrid,28,2.1,70700,8.4,18.3,8.7,2.9,1,11.3,7.4,6.3,5.9,6.5,0
EMP-03026,Operations,Senior,Full-time,On-site,31,4.9,82700,7.5,5.2,8.2,2.1,2,21.5,6.4,5.4,7.7,2.9,0
EMP-03027,Sales,Senior,Full-time,On-site,34,6.7,84400,5.8,6.8,5.1,2.1,2,36.2,7.7,7.3,6.4,7.0,0
EMP-03028,Operations,Entry,Full-time,Hybrid,29,1.2,42900,5.7,12.5,4.6,0.1,0,34.3,6.2,6.2,4.7,5.6,0
EMP-03029,HR,Senior,Part-time,Hybrid,34,6.1,84300,5.0,0.0,7.6,1.3,1,33.2,8.6,8.6,7.4,0.0,0
EMP-03030,Finance,Mid,Full-time,On-site,21,1.5,73100,4.3,0.0,7.3,0.1,0,20.1,9.6,7.7,6.3,7.7,0
EMP-03031,Operations,Senior,Full-time,Remote,32,8.4,99700,6.9,16.6,6.9,4.4,2,40.9,4.6,7.1,7.9,8.6,0
EMP-03032,Operations,Entry,Full-time,Hybrid,27,2.3,53200,7.9,18.0,7.9,2.3,0,26.1,6.2,4.9,6.0,8.5,0
EMP-03033,Sales,Entry,Full-time,On-site,35,2.5,45700,6.5,9.7,5.4,0.1,1,30.0,5.4,6.2,6.4,2.2,0
EMP-03034,Engineering,Senior,Full-time,Hybrid,40,8.8,104800,7.8,5.6,7.0,4.6,2,51.7,5.8,6.6,7.3,4.9,0
EMP-03035,HR,Mid,Full-time,Hybrid,27,3.1,81300,5.9,12.8,8.3,0.1,0,19.7,8.5,6.9,6.4,8.0,0
EMP-03036,Marketing,Entry,Full-time,Remote,36,3.8,59100,4.3,5.1,4.8,1.8,1,24.0,6.3,6.9,7.6,9.6,0
EMP-03037,Operations,Senior,Full-time,On-site,37,5.9,81900,7.1,12.5,8.3,4.7,1,22.3,6.4,7.5,7.1,7.1,0
